clean_summary_text,clean_article_text,auto_id,summary
sussongko suhardjo menjadi tahanan titipan kpk di polda metro jaya. penahanan dilakukan setelah pelaksana harian sekjen kpu ini resmi menjadi tersangka kasus penyuapan auditor bpk khairiansyah.,"jakarta: pelaksana harian sekretaris jenderal komisi pemilihan umum sussongko suhardjo ditahan, selasa ( 26/4 ) malam. ia menjadi tahanan titipan komisi pemberantasan korupsi ( kpk ) di markas kepolisian daerah metro jaya, selasa ( 26/4 ) malam. "" penahanan untuk masa 20 hari, "" kata wakil ketua kpk tumpak hatorangan panggabean tak lama sebelum sussongko ditahan. sussongko tiba di polda metro jaya menggunakan mobil tahanan kpk. ia memilih diam saat didekati wartawan. sedangkan pengacaranya, erick s. paat datang belakangan. erick belum bersedia menjelaskan substansi pemeriksaan kliennya hari ini yang berubah status dari saksi menjadi tersangka. sejauh ini, kondisi kesehatan sussongko masih baik. menurut rencana, rabu besok, pengacaranya mengajukan penangguhan penahanan bagi sussongko. sebelum ditahan, sussongko ditetapkan sebagai tersangka setelah menjalani pemeriksaan selama 12 jam di kpk, hari ini. ia dianggap terlibat secara bersama-sama menyuap auditor badan pemeriksa keuangan khairiansyah. namun, kpk belum menentukan pihak lain yang melakukan upaya penyuapan selain sussongko dan anggota kpu mulyana w. kusumah yang telah ditahan sebelumnya [ baca: pelaksana harian kpu tersangka kasus penyuapan ]. menurut berkas acara pemeriksaan, sussongko adalah orang yang bersama mulyana dan staf sekretariat kpu mubari menemui khairiansyah di hotel borobudur. pertemuan itu membahas masalah audit pengadaan kotak suara yang kemudian diduga melahirkan kesepakatan suap. ( awd/dewi puspita dan erwin arief ).",163,"sussongko suhardjo menjadi tahanan titipan kpk di markas kepolisian daerah metro jaya, selasa malam. penahanannya hari ini akan berubah status menjadi tersangka setelah menjalani pemeriksaan selama 12 jam di kpk."
"zikrullah berani mengubah dua kalimat syahadat, asyhadu an laa ilaha illallah wa asyhadu anna muhammadan rasulullah menjadi zikrullah auliah allah. dia mendapat mandat dari ayahnya.","banggai: zikrullah. begitulah orang menyebut namanya. potongan tubuhnya biasa saja, layaknya orang kebanyakan. tapi kiprahnya bisa bikin orang lain ternganga. tak habis pikir. betapa tidak, warga banggai, sulawesi tengah, itu berani mengangkat dirinya sebagai nabi. zikrullah serius dengan khayalannya. bahkan dia berani mengubah dua kalimat syahadat: asyhadu an laa ilaha illallah wa asyhadu anna muhammadan rasulullah menjadi zikrullah auliah allah. tak hanya itu, lelaki ini juga berani menetapkan baitullah dan hajar aswad dari mekah, arab saudi ke sebuah masjid kecil di daerah sampekonan. jadi, para pengikutnya tak perlu jauh-jauh ke arab untuk berhaji. ironisnya, meski terkesan keblinger, zikrullah tetap menjadi panutan bagi sebagian orang. paling tidak, dia punya 500 pengikut setia. mereka bertemu secara periodik. alhasil, sebagian besar warga banggai resah. dan, atas laporan mereka, baru-baru ini alumni sekolah tinggi agama islam negeri kendari itu dicokok. zikrullah tak melawan. dalam pemeriksaan, dia berani mengklaim dirinya sebagai nabi setelah suatu hari bermimpi bertemu ayahnya, ali taetang. sang bapak berpesan agar dia meneruskan ajarannya. seperti zikrullah, selama hidupnya ali juga mengangkat dirinya sebagai nabi di sampekonan. kepala kepolisian resor banggai ajun komisaris besar polisi wahyu tri widodo mengatakan, pada november 2004, zikrullah juga pernah ditangkap dalam kasus serupa. namun dia segera dilepas setelah berjanji akan menyadarkan pengikutnya ke jalan yang benar. zikrullah, kini, sudah mendekam di tahanan polres banggai. ( ich/syamsuddin ).",164,"zikrullah berani mengangkat dirinya sebagai nabi setelah suatu hari bermimpi bertemu ayahnya, ali taetang. selama hidupnya ali juga berani mengubah dua kalimat syahadat : asyhadu an laa ilaha allah."
mantan presiden soekarno dan mantan pm india jawaharlal nehru mendapat penghargaan tertinggi di afsel atas peran mereka meningkatkan solidaritas di asia-afrika. anugerah diberikan thabo mbeki saat upacara di pretoria.,"pretoria: presiden afrika selatan thabo mbeki memberikan anugerah order of the companions of or tambo ( orde persahabatan tambo ) kepada almarhum mantan presiden soekarno dan mantan perdana menteri india jawaharlal nehru. penghargaan tertinggi di afsel itu diberikan atas peran mereka meningkatkan solidaritas di asia-afrika. penghargaan untuk kedua pemimpin diserahkan thabo mbeki dalam upacara di pretoria, afsel, selasa ( 26/4 ). anugerah untuk mendiang bung karno diserahkan pada mantan presiden megawati sukarnoputri. sedangkan untuk jawaharlal nehru diserahkan kepada cucunya yang saat ini menjadi anggota parlemen india rahul gandhi. presiden pertama indonesia dan jawaharlal nehru dianugerahi penghargaan itu sebagai pengakuan atas jasa-jasa mereka dalam meningkatkan kerjasama dan solidaritas antara negara asia dan afrika. penganugerahan itu juga sekaligus untuk memperingati 50 tahun konferensi asia-afrika di bandung, jawa barat. ( jum/rcm ).",165,presiden afrika selatan thabo mbeki memberikan anugerah orde persahabatan atau orde persahabatan tambo kepada almarhum mantan presiden soekarno dan mantan pm india jawaharlal nehru. penghargaan ini diberikan atas peran mereka meningkatkan solidaritas di asia - afrika.
"adpel banjarmasin, kalsel, mengerahkan jajarannya untuk mencari delapan awak kapal motor agung lestari yang tenggelam di perairan tabanio. polda maluku merazia satu bendera rms berukuran besar.","banjarmasin: tim penyelamat dari administratur pelabuhan banjarmasin hingga selasa ( 26/4 ) malam, masih mencari delapan awak kapal motor agung lestari. km agung lestari yang mengangkut 15 unit ekskavator tenggelam di perairan tabanio, kabupaten tanahlaut, kalimantan selatan. kapal hendak ke pelabuhan trisakti banjarmasin dari pelabuhan tanjungpriok, jakarta utara. proses pencarian melibatkan dua awak kapal yang selamat [ baca: awak kapal yang hilang masih dicari ]. kepolisian daerah maluku, siang tadi, menggelar razia atribut republik maluku selatan ( rms ) yang baru memperingati hari jadinya, kemarin. satu bendera rms berukuran besar disita. bendera itu sempat dikibarkan sekelompok simpatisan rms di desa halong atas, kota ambon, maluku. operasi akan dilanjutkan terus di kawasan itu [ baca: bendera rms ukuran besar disita ]. empat orang tewas dalam tabrakan beruntun empat truk tronton di tol padalarang-cileunyi ( padaleunyi ), kabupaten bandung, jawa barat. keempat jenazah dibawa ke rumah sakit hasan sadikin ( rshs ), bandung, sebelum kemudian dibawa keluarga masing-masing. tiga korban cedera masih dirawat di rshs [ baca: tabrakan di tol padaleunyi, empat tewas ]. ( ken/tim liputan 6 sctv ).",166,"administratur pelabuhan banjarmasin, kalsel, masih mencari delapan awak kapal motor agung lestari yang tenggelam di perairan tabanio. polda maluku merazia atribut rms yang baru memperingati hari jadinya."
"polisi menahan ketiga pengemudi mobil untuk mencari penyebab tabrakan beruntun di jalan jenderal sudirman, palembang, sumsel. korban penembakan tiga perampok toko emas di bali meninggal dunia.","palembang: rangkaian berita kriminalitas di indonesia sepanjang selasa ( 26/4 ), dirangkum dalam kriminalitas 60 detik. berita diawali tabrakan beruntun tiga mobil terjadi di jalan jenderal sudirman, palembang, sumatra selatan, selasa ( 26/4 ). kecelakaan mengakibatkan satu mobil suzuki jimny hangus. tak ada korban jiwa dalam kejadian itu. ketiga pengemudi kemudian diperiksa intensif kepolisian setempat untuk mengungkap penyebab tabrakan. setelah empat hari dirawat di rumah sakit umum sanglah, denpasar, korban penembakan perampok toko emas pusaka, kamis silam akhirnya meninggal dunia. arif rahman hakim tewas akibat luka parah yang dideritanya. kala kejadian, arif tengah melintas di depan toko emas pusaka di jalan kalimantan, denpasar. dugaan kuat, ia tidak mengetahui aksi perampokan di dalam toko itu [ baca: penjahat berpistol merampok toko emas di bali ]. tiga pencuri pakaian diciduk aparat kepolisian sektor astanajapura, cirebon, jawa barat. komplotan tersebut beraksi dengan menggasak pakaian yang dijemur di depan rumah. polisi menyita sejumlah celana panjang hasil curian sebagai barang bukti [ baca: maling pakaian diciduk ]. kepolisian lubuklinggau menemukan ladang ganja di bukit gerindo, kecamatan linggau barat, kota lubuklinggau, sumatra selatan. lokasi ladang ganja cukup jauh dari pemukiman penduduk. polisi harus berjalan kaki selama sembilan jam melewati perbukitan cadas. keberadaan ladang ini diketahui dari warga setempat setelah memergoki aris sukarni, warga kelurahan talang, muara enim, sedang berjualan ganja [ baca: ladang ganja di lubuklinggau ]. komplotan pencuri sepeda motor di kawasan limo, depok, jawa barat ditangkap. ke- 14 tersangka pencuri kendaraan bermotor dicokok di berbagai lokasi. belasan tersangka itu terbagi dalam tiga kelompok, yaitu komplotan sandi, cecep dan sabeni. dalam catatan polisi, ketiga komplotan itu dicurigai kerap beraksi di wilayah limo. seorang di antara mereka, bahkan residivis yang sudah tiga kali masuk penjara karena kasus serupa [ baca: tiga komplotan curanmor di depok dicokok ]. ( ken/tim buser sctv ).",167,"tabrakan beruntun tiga mobil terjadi di jalan jenderal sudirman, palembang, sumsel. tak ada korban jiwa dalam kejadian itu. setelah empat hari dirawat di rsu sanglah, korban penembakan akhirnya meninggal dunia."
di tangan kanan dan dada jeffry terdapat tujuh luka bekas tusukan. pembunuh laki-laki yang sehari-hari bekerja di pabrik furniture di kawasan kalideres itu kemungkinan lebih dari satu orang.,"jakarta: jeffry fierandy ditemukan tewas bersimbah darah di rumah kontrakannya di jalan pengukiran, tambora, jakarta barat, selasa ( 25/4 ) siang. di tangan kanan dan dada korban terdapat tujuh luka bekas tusukan. besar kemungkinan, lelaki berusia 38 tahun itu tewas dibunuh. mulanya warga setempat curiga. sudah dua hari jeffry tak pernah ke luar rumah. lelaki yang sehari-hari bekerja di pabrik furniture di kawasan kalideres ini juga sulit dihubungi. warga kemudian beramai-ramai mendatangi rumah jeffry. tapi rumah korban terkunci. warga setempat lantas menghubungi kepolisian sektor tambora. bersama warga, polisi kemudian mendobrak rumah jeffry dan mendapati dia sudah tak bernyawa. menilik luka korban, polisi menduga pembunuh jeffry lebih dari seorang. ( ich/widyaningsih dan syahran amir ).",168,di tangan kanan dan dada jeffry terdapat tujuh luka bekas tusukan. pembunuh laki - laki yang sehari - hari bekerja di pabrik furniture di kawasan kalideres itu diduga lebih dari seorang.
"warga kesal dengan perbuatan sadis rico membunuh tri rahayu yang memergokinya mencuri perhiasan. akibat aksi pemukulan ini, reka ulang dihentikan dan tersangka dilarikan ke polres sukoharjo.","sukoharjo: rekontruksi kasus pembunuhan dan pencurian yang digelar kepolisian resor sukoharjo, jawa tengah, baru-baru ini, berakhir dengan pemukulan. warga yang kesal memukuli tersangka rico saputro. sebelumnya, aksi saling dorong antara warga yang memaksa masuk ke lokasi reka ulang dan polisi sempat terjadi. tersangka akhirnya kena pukul karena polisi kewalahan menjaga massa. akibat aksi pemukulan ini, reka ulang dihentikan dan tersangka dilarikan ke markas polres sukoharjo. reka ulang digelar untuk mengungkap kasus pembunuhan dan pencurian di rumah kadri subagyo dengan korban tri rahayu pembantu rumah tersebut. tri tewas dibunuh rico karena memergokinya tengah mengambil perhiasan di rumah tersebut. rico menghabisi nyawa korban dengan sebilah gunting setelah sebelumnya kepala korban dibentur-benturkan ke dinding kamar mandi. ( awd/ferry aditri ).",169,"warga yang kesal memukuli rico saputro saat rekonstruksi kasus pembunuhan dan pencurian berlangsung di sukoharjo, jateng. akibat aksi pemukulan ini, reka ulang dihentikan dan tersangka dilarikan ke mapolres sukoharjo."
"polsek sumber sari dan polres jember, jawa timur, tengah menangani kasus pencurian 48 unit cpu komputer politeknik jember. sejauh ini polisi curiga dengan dua anggota satuan pengamanan kampus.","jakarta: sebanyak 48 central processing unit ( ( cpu ) komputer milik politeknik jember, jawa timur, raib dicuri, baru-baru ini. cpu sebanyak itu diambil dari dua tempat, ruang perpustakaan dan laboratorium informatika. dua anggota satuan pengamanan kampus mengaku tidak berdaya mencegah pencurian karena diancam pencuri yang lebih dari satu orang. para pencuri juga mengancam satpam kampus dengan senjata tajam. dari hasil penyelidikan, cpu dipreteli di kebun kopi di sekitar kampus. hard disk dan motherboard diambil sedangkan casing atau cover cpu ditinggalkan. di sekitar kampus, polisi juga menemukan barang bukti sandal dan gergaji milik pencuri. polisi telah memeriksa sejumlah saksi. dari hasil olah di tempat kejadian perkara polisi curiga dengan dua satpam yang mengetahui pencurian tersebut. kasus pencurian kini ditangani polsek sumber sari dan polres jember. ( yyt/agus ainul yakin ).",170,"sebanyak 48 central processing unit ( cpu ) komputer milik politeknik jember, jatim, raib dicuri. dua anggota satuan pengamanan kampus mengaku tidak berdaya mencegah pencurian karena diancam pencuri yang lebih dari satu orang."
"kejagung hari ini baru memeriksa wakil dirut bank mandiri i wayan pugeg, komisaris utama bin hadi, dan sejumlah analis kredit bank itu. mereka ditanyai soal kredit macet empat perusahaan senilai rp 1, 7 triliun.","jakarta: setelah memeriksa wakil direktur utama bank mandiri i wayan pugeg, kejaksaan agung memanggil dirut bank mandiri ecw neloe, besok. wayan pugeg diperiksa dalam kasus kredit macet bank mandiri di empat perusahaan senilai rp 1, 7 triliun. pemeriksaan digelar di ruangan bagian pidana khusus di gedung bundar kejagung, jakarta selatan, selasa ( 26/4 ). wayan pugeg diperiksa sebagai saksi selama hampir sepuluh jam. wayan pugeg ditanyai tentang proses pengucuran dana dan persetujuan kredit senilai rp 1, 7 triliun kepada empat perusahaan dari bank mandiri selama kurun januari 2001 sampai november 2003. pinjaman itu belakangan dipermasalahkan karena pengembaliannya macet [ baca: kejagung terus memeriksa direksi bank mandiri ]. penyidik juga mempertanyakan jabatan pugeg terdahulu di risk management unit bank mandiri. selain pugeg, kejagung juga hari ini memeriksa komisaris utama bin hadi dan sejumlah petugas analis kredit bank mandiri sebagai saksi. ( ken/aryo adi prabowo dan zakaria ).",171,"setelah memeriksa wakil direktur utama bank mandiri i wayan pugeg, kejaksaan agung akan memanggil dirut bank mandiri ecw neloe, besok. pugeg diperiksa dalam kasus kredit macet empat perusahaan senilai rp 1, 7 triliun."
"mantan pejabat bppn taufik maroef mappaenre yang tertangkap membawa ganja 3, 1 gram secara resmi mengajukan surat pengunduran diri dari tempatnya bekerja. surat pengunduran ditujukan langsung ke menneg bumn sugiharto.","jakarta: mantan deputi kepala badan penyehatan perbankan nasional ( bppn ) bidang aset manajemen investasi taufik maroef mappaenre secara resmi mengajukan surat pengunduran diri dari tempatnya bekerja. pengunduran diri dilakukan menyusul tertangkapnya taufik saat membawa ganja seberat 3, 1 gram. pernyataan pengunduran diri sebagai komisaris pt perusahaan pengelola aset ( ppa ), perusahaan yang mengelola aset peninggalan bppn, disampaikan dalam surat yang ditujukan langsung kepada menteri negara badan usaha milik negara sugiharto. menurut salah satu staf kantor menteri negara bumn, surat itu diterima selasa ( 26/4 ) siang. taufik ditangkap polisi, jumat silam di terminal ii/f bandara soekarno-hatta saat akan berangkat ke denpasar, bali. rencananya daun memabukkan itu akan dikonsumsi sendiri. saat diperiksa, taufik menyatakan memperoleh ganja itu dari seseorang yang sekarang dalam pengejaran polisi [ baca: pemasok ganja untuk mantan deputi bppn diketahui ]. ( jum/tim liputan 6 sctv ).",172,"mantan deputi kepala bppn bidang aset manajemen investasi taufik maroef mappaenre secara resmi mengajukan surat pengunduran diri. pengunduran diri dilakukan menyusul tertangkapnya taufik membawa ganja seberat 3, 1 gram."
